team,name,Min,CleanSheet,PsOnHfFl,Recovery,GoalCncd,GoalCnIBx,Saves,SvClct,SvDive,SvHands,SvInBox,SvOutBox,SvPrdSaf,SvStand,BgChncFace,ExpGAg
York9,Nathan Ingham,90,0,1,0,2,2,0,0,0,0,0,0,0,0,2,1.32
Edmonton,Connor James,90,0,1,0,3,3,1,1,0,1,0,1,0,1,3,0.91
Edmonton,Connor James,90,0,3,2,2,2,2,1,2,2,2,0,0,0,2,1.27
Edmonton,Connor James,90,0,0,2,2,1,2,2,1,2,1,1,0,1,0,0.23
Edmonton,Connor James,90,0,1,0,2,2,3,1,2,2,2,1,1,1,5,2.84
Edmonton,Connor James,90,0,0,2,2,2,2,2,1,2,0,2,0,1,1,0.64
Edmonton,Connor James,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Edmonton,Dylon Powley,90,0,2,2,1,0,3,1,3,3,1,2,2,0,1,1.09
Edmonton,Dylon Powley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Edmonton,Dylon Powley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Edmonton,Dylon Powley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Edmonton,Dylon Powley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Edmonton,Dylon Powley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Cavalry,Nikolas Giantsopoulos,90,0,3,0,1,1,2,0,2,2,2,0,2,0,1,1.07
Cavalry,Nikolas Giantsopoulos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Cavalry,Nikolas Giantsopoulos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Cavalry,Nikolas Giantsopoulos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Cavalry,Nikolas Giantsopoulos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Cavalry,Nikolas Giantsopoulos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
York9,Ezequiel Carrasco,90,0,2,2,1,0,1,1,0,1,1,0,0,0,2,1.1
York9,Ezequiel Carrasco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
York9,Ezequiel Carrasco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
York9,Ezequiel Carrasco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
York9,Ezequiel Carrasco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
York9,Ezequiel Carrasco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Valour,Matthew Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Valour,Matthew Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Valour,Matthew Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Valour,Matthew Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Valour,Matthew Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Valour,Matthew Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Forge,Baj Maan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Forge,Baj Maan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Forge,Baj Maan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Forge,Baj Maan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Forge,Baj Maan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Forge,Baj Maan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Atlético Ottawa,Horace Patient Sobze Zemo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Atlético Ottawa,Horace Patient Sobze Zemo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Atlético Ottawa,Horace Patient Sobze Zemo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Atlético Ottawa,Horace Patient Sobze Zemo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Atlético Ottawa,Horace Patient Sobze Zemo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Atlético Ottawa,Horace Patient Sobze Zemo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Atlético Ottawa,Richard Soares Gomes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Atlético Ottawa,Richard Soares Gomes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Atlético Ottawa,Richard Soares Gomes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Atlético Ottawa,Richard Soares Gomes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Atlético Ottawa,Richard Soares Gomes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Atlético Ottawa,Richard Soares Gomes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
