Rank,GM,optaTeamId,team,leagueId,league,week,SubOff,SubOn,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,Off,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Sc1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,TcklMade%,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,%PassFwd,Pass%,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttD3,PsAttM3,Pull Back Passes Completed,PsDist,ChlngeLost,Aerial%,Aerials,ExpGAg,Average Shot Distance Open Play,PullBk,BgChnc,BgChncGoal,CrossOpen,Crosses,FwdPassCmp%,DefTouchD3,DefTouchM3,DefTouchA3,Open Play xG,Set Piece XG,NonPenxG,Key Passes,Defensive Blocks,game,date,gameId,oppOptaTeamId,scatterId,scatterExtra
27,1,15378,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,5,5,0,7,5,2,1,3,5,2,2,1,0,0,0,0,0,0,0,1,0,0,0,3,8,76,19,347,152,100,2.26,0,0,0.46,3,0,4,6,10,14,2,2,39,10,1,0,533,45,3,7,17,36,52.6%,7,2,46,6,2,4,3,1,9,1,0,0,0,1,0,0,2,2,0,1,6,0,0,3,2,0,1,5,5,1,0,2,0,3,1,0,0,1,2,4,11,117,193,223,22,38.3%,72.6%,118,34,100,46,136,165,0,23.1,9,33.3%,18,1.59,20,0,3,0,5,13,51.1%,24,9,3,1.17,1.10,1.48,10,2,PAC vs VAL,2020-08-26,7tw47791fe2i850ddmt0nthqs,15380,dd2vf0yzjm7jm7cak9tf11sa2:2126245,PAC vs VAL (2020-08-26)
31,1,6925,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,5,5,0,3,1,2,2,3,4,2,2,1,0,1,0,0,1,1,0,0,0,0,1,3,4,70,27,537,256,184,1.39,1,0,0.43,2,1,0,6,6,25,2,0,65,11,0,0,750,59,8,14,10,46,66.7%,13,3,52,3,1,6,4,4,10,0,0,0,0,0,0,2,3,3,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,3,0,15,146,239,365,17,35.9%,81.9%,239,56,145,74,176,287,0,20.2,11,60.9%,23,1.04,20,0,2,0,13,17,68.4%,21,24,1,0.46,0.93,0.60,6,2,EDM vs HFX,2020-08-27,7u1iuq4d7judbzn8c1gawxp90,15376,73xrv2025rnj0t3y9ayp83bec:2126249,EDM vs HFX (2020-08-27)
31,1,15376,HFX Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,5,5,1,4,3,1,2,0,3,2,0,0,0,0,0,3,0,3,0,1,0,1,2,3,3,61,17,331,115,138,1.04,3,3,1.04,3,3,1,8,10,17,0,0,59,11,1,1,514,65,8,21,16,60,72.5%,15,7,45,4,4,10,1,3,6,1,0,1,0,0,0,0,1,0,1,0,2,0,0,1,1,0,0,2,1,1,0,1,1,0,0,0,0,1,2,0,16,114,153,247,17,45.6%,76.4%,142,50,61,66,93,172,0,19.9,11,39.1%,23,1.39,17,0,3,2,7,12,62.9%,32,21,7,0.95,0.09,1.04,7,5,EDM vs HFX,2020-08-27,7u1iuq4d7judbzn8c1gawxp90,6925,5gmx3o5y2oc0i6rowjwtu7jvu:2126249,EDM vs HFX (2020-08-27)
31,1,15381,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,4,2,2,1,2,4,1,3,0,0,1,0,0,0,0,0,0,0,0,0,3,5,74,24,486,221,167,0.82,0,0,0.65,1,1,0,7,7,22,0,0,58,12,0,0,682,49,3,17,13,45,74.1%,12,1,51,2,2,10,5,5,4,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,178,239,265,19,40.7%,79.8%,178,59,151,85,184,217,0,20.9,7,46.4%,28,0.36,18,0,1,0,23,30,64.6%,27,12,6,0.77,0.05,0.82,7,1,ATO vs CAV,2020-08-27,7u47vp82i9898dpktaf5q6psk,16614,41ewt71n8fqwy6trsqta1bjvu:2126251,ATO vs CAV (2020-08-27)
31,1,16614,Atlético Ottawa,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,2,1,1,1,0,3,1,1,0,0,1,0,1,1,2,0,1,0,0,2,1,3,65,34,310,102,109,0.36,2,1,0.27,0,0,1,3,4,16,1,0,49,7,0,0,498,57,6,9,9,53,55.6%,23,12,44,5,5,5,2,2,9,3,1,1,0,0,0,0,0,0,0,0,4,0,0,3,1,1,0,3,2,2,0,1,1,1,1,0,0,2,1,2,12,102,182,214,10,48.4%,68.1%,119,39,53,52,100,158,0,19.9,12,55.6%,27,0.82,20,0,0,0,4,6,48.7%,40,10,3,0.23,0.13,0.36,3,3,ATO vs CAV,2020-08-27,7u47vp82i9898dpktaf5q6psk,15381,dn8tjhuq0bax4dgixqvluhzze:2126251,ATO vs CAV (2020-08-27)
35,1,6925,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,2,2,0,4,1,4,2,1,0,0,0,0,1,0,1,1,1,1,0,0,2,2,64,22,471,188,197,1.04,1,1,0.98,2,2,1,9,10,33,5,2,61,17,1,0,661,51,7,12,5,37,67.9%,12,7,59,4,1,8,1,8,6,1,0,0,0,0,0,0,2,2,0,0,2,0,0,1,2,0,0,2,2,0,1,0,0,0,0,0,0,3,2,6,7,157,194,310,22,38.4%,81.7%,208,65,112,82,141,248,0,20.2,9,47.6%,21,1.27,17,0,2,1,16,21,63.0%,25,9,3,0.91,0.13,1.04,9,0,VAL vs EDM,2020-08-29,7u70ahhsjfxqkqyoibw4kuql0,15378,73xrv2025rnj0t3y9ayp83bec:2126254,VAL vs EDM (2020-08-29)
35,1,15382,York9,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,4,3,1,3,1,3,2,1,0,0,1,1,0,1,0,0,0,1,0,1,1,5,49,17,583,275,242,0.57,1,0,0.46,0,0,2,7,9,17,1,0,31,2,0,0,742,53,2,5,9,39,43.8%,21,14,41,5,5,9,3,6,5,3,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,4,2,6,6,141,217,384,14,25.4%,88.7%,318,63,136,83,158,342,0,19.0,9,53.3%,15,1.15,19,0,0,0,10,17,70.9%,31,7,1,0.32,0.26,0.57,9,1,HFX vs Y9,2020-08-29,7ubxnr535nkdppzi934wdbdhw,15376,cqthcpums3aas2tdy0qhlkuwa:2126256,HFX vs Y9 (2020-08-29)
35,1,15376,HFX Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,2,1,1,1,0,2,0,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,55,6,310,143,106,1.15,1,0,1.10,2,2,1,3,4,9,0,0,53,9,0,0,483,31,3,15,14,52,90.0%,19,9,40,6,3,6,5,5,9,4,0,0,0,0,0,0,1,0,1,0,3,0,1,0,0,0,0,3,3,0,0,2,2,1,0,0,1,3,0,0,7,94,165,224,11,40.6%,80.3%,143,29,77,39,90,181,0,20.0,2,46.7%,15,0.57,10,0,2,0,5,13,61.1%,41,8,3,0.89,0.26,1.15,4,4,HFX vs Y9,2020-08-29,7ubxnr535nkdppzi934wdbdhw,15382,5gmx3o5y2oc0i6rowjwtu7jvu:2126256,HFX vs Y9 (2020-08-29)
35,1,15378,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,5,5,1,3,3,0,0,0,3,2,1,1,0,0,0,2,0,0,0,0,0,0,2,0,6,65,18,417,163,171,1.27,2,0,0.34,2,1,0,3,3,22,2,1,51,9,0,0,606,61,5,15,15,57,54.1%,20,8,67,10,1,6,1,4,7,1,0,2,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,3,2,6,9,129,184,293,21,40.3%,80.1%,188,58,88,74,113,230,0,17.5,17,52.4%,21,1.04,21,0,2,0,7,12,66.7%,37,16,4,0.34,0.92,0.48,3,5,VAL vs EDM,2020-08-29,7u70ahhsjfxqkqyoibw4kuql0,6925,dd2vf0yzjm7jm7cak9tf11sa2:2126254,VAL vs EDM (2020-08-29)
39,1,15377,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,5,5,1,4,4,0,0,3,7,3,3,0,0,2,0,2,0,1,1,0,1,1,0,6,4,58,18,376,155,145,3.31,2,2,3.09,4,4,4,7,11,26,1,1,60,13,0,0,571,41,4,13,12,51,68.0%,20,11,56,4,3,6,8,3,8,3,1,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,3,1,2,0,3,0,1,1,0,0,1,0,6,6,141,180,250,18,40.7%,79.8%,155,58,87,71,115,190,1,19.0,8,68.8%,16,0.16,11,1,4,2,11,16,65.4%,35,15,1,2.38,0.93,3.31,9,0,ATO vs FOR,2020-08-30,7ufagyfpmg0q5miihyn7181ec,16614,c2pdzdl3dgf5b0siidn2ay5ii:2126257,ATO vs FOR (2020-08-30)
39,1,15380,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,5,5,1,3,2,1,2,1,4,0,4,0,0,0,0,2,0,2,0,0,0,1,1,2,5,83,32,440,194,131,2.26,2,2,2.14,3,3,0,8,8,27,5,3,55,16,0,0,606,42,7,7,9,41,77.8%,16,3,48,3,7,7,1,7,3,2,0,0,0,0,0,1,1,1,0,0,2,0,0,2,2,0,0,2,1,1,0,0,0,0,0,0,0,1,1,4,3,109,242,255,20,38.9%,73.9%,168,46,111,61,167,212,0,21.2,4,63.0%,27,1.44,13,0,3,2,5,7,50.3%,32,8,1,2.26,0.00,2.26,6,2,CAV vs PAC,2020-08-30,7uiktgg1hzmxb1oky4wpsigwk,15381,b3436h8h14zw7f1uv6w9vqf6y:2126258,CAV vs PAC (2020-08-30)
39,1,15381,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,5,5,0,3,2,1,1,1,4,2,0,1,1,0,0,1,0,0,0,1,0,1,0,2,4,72,22,390,179,117,1.44,1,0,0.52,1,0,1,4,5,15,2,1,42,4,1,1,576,55,4,8,11,33,42.9%,8,2,51,9,1,3,7,3,6,2,0,0,1,0,0,0,2,2,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,3,3,12,9,136,190,250,22,39.0%,75.9%,145,46,105,56,137,197,0,21.3,16,37.0%,27,2.26,15,0,1,1,14,21,51.3%,24,7,2,0.51,0.92,0.65,5,3,CAV vs PAC,2020-08-30,7uiktgg1hzmxb1oky4wpsigwk,15380,41ewt71n8fqwy6trsqta1bjvu:2126258,CAV vs PAC (2020-08-30)
39,1,16614,Atlético Ottawa,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,4,4,0,3,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,53,21,419,174,171,0.16,0,0,0.11,0,0,0,3,3,19,0,0,41,8,0,0,596,60,2,14,4,34,55.2%,13,6,43,3,9,9,3,3,6,1,0,0,1,0,0,0,2,2,0,0,2,0,0,2,1,0,0,2,2,0,0,0,0,1,0,0,0,2,4,0,6,129,174,293,8,30.8%,82.3%,209,54,82,64,119,236,0,17.7,13,31.3%,16,3.31,21,0,0,0,16,22,59.7%,24,8,2,0.16,0.00,0.16,3,2,ATO vs FOR,2020-08-30,7ufagyfpmg0q5miihyn7181ec,15377,dn8tjhuq0bax4dgixqvluhzze:2126257,ATO vs FOR (2020-08-30)
