team,name,Min,CleanSheet,PsOnHfFl,Recovery,GoalCncd,GoalCnIBx,Saves,SvClct,SvDive,SvHands,SvInBox,SvOutBox,SvPrdSaf,SvStand,BgChncFace,ExpGAg
Pacific,Mark Village,90,0,4,1,3,3,5,3,3,5,1,4,1,2,3,1.56
Pacific,Mark Village,90,0,0,1,1,1,5,3,1,5,2,3,1,1,3,2.21
Pacific,Mark Village,90,1,0,0,0,0,2,2,0,2,0,2,0,2,0,0.38
Pacific,Mark Village,90,0,4,0,1,1,5,3,1,4,3,2,2,1,2,2.01
Pacific,Mark Village,90,0,2,4,3,3,1,1,1,1,1,0,0,0,3,1.55
Pacific,Mark Village,90,1,1,2,0,0,2,0,0,2,1,1,0,1,0,0.27
Pacific,Mark Village,90,0,2,0,3,2,0,0,0,0,0,0,0,0,1,0.63
Pacific,Mark Village,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Pacific,Mark Village,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Pacific,Mark Village,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Pacific,Mark Village,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Pacific,Mark Village,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Pacific,Mark Village,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Pacific,Mark Village,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Pacific,Mark Village,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Pacific,Mark Village,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Pacific,Mark Village,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Edmonton,Dylon Powley,90,0,2,2,1,1,4,2,2,4,3,1,0,2,2,1.03
Edmonton,Dylon Powley,90,0,5,0,1,1,2,1,2,2,1,1,0,0,1,0.76
Edmonton,Dylon Powley,90,0,4,0,3,2,5,3,3,3,4,1,1,1,5,2.82
Edmonton,Dylon Powley,90,0,6,2,1,1,6,2,5,5,5,1,1,1,2,1.3
Edmonton,Dylon Powley,90,0,2,1,3,3,1,0,1,0,1,0,1,0,3,2.1
Edmonton,Dylon Powley,90,1,2,0,0,0,2,2,0,2,1,1,0,0,0,0.2
Edmonton,Dylon Powley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Edmonton,Dylon Powley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Edmonton,Dylon Powley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Edmonton,Dylon Powley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Edmonton,Dylon Powley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Edmonton,Dylon Powley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Edmonton,Dylon Powley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Edmonton,Dylon Powley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Edmonton,Dylon Powley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Edmonton,Dylon Powley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Edmonton,Dylon Powley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Edmonton,Dylon Powley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Edmonton,Dylon Powley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Edmonton,Dylon Powley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Edmonton,Dylon Powley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Edmonton,Dylon Powley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Edmonton,Dylon Powley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Edmonton,Dylon Powley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Edmonton,Dylon Powley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Edmonton,Dylon Powley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
York9,Nathan Ingham,90,0,2,3,1,1,4,1,3,3,3,1,2,0,3,1.28
York9,Nathan Ingham,90,0,1,0,2,1,3,2,3,3,1,2,1,0,3,1.86
York9,Nathan Ingham,90,0,7,3,2,2,6,1,6,4,5,1,4,0,5,1.71
York9,Nathan Ingham,90,0,0,2,1,1,4,0,3,4,4,0,2,0,2,1.28
York9,Nathan Ingham,90,0,1,1,2,2,5,0,2,2,5,0,3,0,1,1.33
York9,Nathan Ingham,90,0,3,3,1,1,3,0,3,2,2,1,1,0,1,0.8
York9,Nathan Ingham,90,0,3,4,3,2,3,0,3,2,3,0,1,0,3,2.24
York9,Nathan Ingham,90,0,1,1,2,2,5,3,1,4,4,1,2,2,2,1.62
York9,Nathan Ingham,90,1,5,1,0,0,4,3,2,4,3,1,0,2,1,0.86
York9,Nathan Ingham,90,1,2,3,0,0,3,1,2,2,1,2,1,1,1,0.85
York9,Nathan Ingham,90,1,0,2,0,0,3,0,2,2,3,0,1,1,1,0.81
York9,Nathan Ingham,90,0,3,1,2,2,5,3,2,4,3,2,2,1,2,0.66
York9,Nathan Ingham,90,0,2,0,1,0,1,1,0,1,1,0,0,0,0,0.21
York9,Nathan Ingham,90,0,2,3,1,1,2,1,0,2,2,0,1,2,1,1.14
York9,Nathan Ingham,90,0,0,1,4,3,4,0,2,3,1,3,2,1,2,1.26
York9,Nathan Ingham,90,0,1,0,1,1,3,0,2,1,2,1,1,0,1,0.51
York9,Nathan Ingham,90,1,4,1,0,0,4,3,0,4,3,1,1,1,0,0.39
York9,Nathan Ingham,90,0,1,3,2,2,2,0,1,2,1,1,1,0,2,1.61
York9,Nathan Ingham,90,1,3,0,0,0,3,0,3,2,2,1,3,0,3,1.42
York9,Nathan Ingham,90,0,1,0,2,0,3,2,1,2,2,1,1,1,1,1.05
York9,Nathan Ingham,90,0,3,0,1,1,4,1,2,4,1,3,2,0,0,0.42
York9,Nathan Ingham,90,0,2,0,1,1,3,2,1,3,2,1,0,1,1,1.05
York9,Nathan Ingham,90,0,1,2,2,0,3,2,2,3,2,1,1,0,2,0.49
York9,Nathan Ingham,90,0,0,3,2,1,2,1,1,2,1,1,1,0,3,1.16
York9,Nathan Ingham,90,0,1,1,1,1,5,3,4,4,3,2,2,1,2,1.77
York9,Nathan Ingham,90,1,4,0,0,0,1,0,1,1,0,1,1,0,1,0.8
York9,Nathan Ingham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Edmonton,Connor James,90,1,2,3,0,0,4,2,0,4,3,1,2,4,0,0.51
Edmonton,Connor James,90,1,3,2,0,0,1,0,1,0,1,0,1,0,0,0.47
Edmonton,Connor James,90,1,2,0,0,0,6,4,2,6,4,2,0,3,1,0.89
Edmonton,Connor James,90,0,3,2,1,1,1,1,0,1,0,1,0,0,0,0.37
Edmonton,Connor James,90,0,2,0,1,1,4,2,2,3,2,2,2,1,2,1.65
Edmonton,Connor James,90,0,2,0,1,1,5,1,2,5,4,1,2,2,4,2.08
Edmonton,Connor James,89,0,4,1,2,2,6,2,4,4,3,3,4,0,5,2.3
Edmonton,Connor James,90,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0.31
Edmonton,Connor James,90,0,6,1,1,1,5,1,4,4,3,2,4,1,3,1.67
Edmonton,Connor James,90,0,5,1,1,1,2,0,0,1,1,1,0,1,0,0.56
Edmonton,Connor James,90,1,4,0,0,0,3,0,2,2,1,2,2,1,1,0.75
Edmonton,Connor James,90,0,6,0,2,1,4,0,1,4,2,2,3,1,2,1.41
Edmonton,Connor James,90,1,2,0,0,0,3,2,1,3,1,2,1,1,0,0.66
Edmonton,Connor James,90,0,1,1,2,2,2,1,0,2,2,0,1,1,3,1.31
Edmonton,Connor James,90,1,1,0,0,0,2,1,2,2,2,0,0,0,0,0.37
Edmonton,Connor James,90,0,6,1,1,1,4,1,2,2,2,2,2,0,1,1.04
Edmonton,Connor James,90,0,4,0,1,1,2,0,2,2,2,0,1,0,1,0.81
Edmonton,Connor James,90,0,6,1,1,0,2,2,1,2,0,2,0,0,0,0.24
Edmonton,Connor James,90,0,3,0,3,2,3,3,1,3,0,3,0,1,1,1.1
Edmonton,Connor James,90,0,0,2,3,3,3,2,1,3,3,0,0,1,7,3.77
Edmonton,Connor James,90,0,5,1,1,1,2,0,0,2,1,1,0,2,1,1.12
Edmonton,Connor James,90,0,0,4,3,3,3,1,1,2,1,2,0,1,2,1.4
Edmonton,Connor James,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Edmonton,Connor James,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Edmonton,Connor James,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Edmonton,Connor James,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Edmonton,Connor James,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Edmonton,Connor James,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Valour,Tyson Farago,90,0,5,0,3,2,4,0,1,3,4,0,2,1,3,1.79
Valour,Tyson Farago,90,0,1,0,2,2,2,1,0,2,2,0,1,0,2,1.72
Valour,Tyson Farago,90,0,1,1,1,1,4,0,2,3,4,0,2,1,1,1.47
Valour,Tyson Farago,90,0,5,2,1,1,4,3,1,4,3,1,0,2,4,2.71
Valour,Tyson Farago,90,0,1,1,2,2,3,2,1,3,2,1,1,1,3,1.54
Valour,Tyson Farago,90,0,3,0,1,0,2,1,1,2,1,1,1,0,1,1.01
Valour,Tyson Farago,90,0,3,1,3,3,2,0,1,1,2,0,1,1,7,2.83
Valour,Tyson Farago,90,1,1,1,0,0,6,4,1,4,4,2,2,3,2,0.95
Valour,Tyson Farago,90,1,0,1,0,0,3,2,1,3,1,2,1,1,1,0.72
Valour,Tyson Farago,90,0,0,3,2,2,2,2,0,2,0,2,0,1,2,1.66
Valour,Tyson Farago,90,0,1,0,4,3,4,3,1,3,3,1,0,3,6,2.88
Valour,Tyson Farago,90,0,6,2,4,4,5,1,1,4,3,2,2,3,4,2.96
Valour,Tyson Farago,90,0,0,1,2,2,4,2,2,2,2,2,1,1,3,1.4
Valour,Tyson Farago,90,0,1,1,1,1,1,0,1,1,0,1,1,0,5,1.97
Valour,Tyson Farago,90,0,2,2,2,2,1,1,0,1,0,1,0,0,3,1.59
Valour,Tyson Farago,90,0,0,2,2,1,0,0,0,0,0,0,0,0,2,0.73
Valour,Tyson Farago,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Valour,Tyson Farago,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Valour,Tyson Farago,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Valour,Tyson Farago,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Cavalry,Marco Carducci,90,1,1,0,0,0,5,2,2,5,2,3,1,3,1,0.81
Cavalry,Marco Carducci,90,0,4,0,1,1,2,0,1,2,1,1,1,0,1,0.75
Cavalry,Marco Carducci,90,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0.93
Cavalry,Marco Carducci,90,1,0,1,0,0,4,1,3,4,2,2,3,0,0,0.35
Cavalry,Marco Carducci,90,1,4,1,0,0,4,3,1,4,1,3,1,2,0,0.47
Cavalry,Marco Carducci,90,1,2,0,0,0,3,1,3,3,1,2,1,0,2,0.89
Cavalry,Marco Carducci,90,0,6,3,2,2,2,2,0,2,1,1,0,1,2,1.52
Cavalry,Marco Carducci,90,0,3,0,1,1,4,1,3,4,1,3,2,1,1,0.94
Cavalry,Marco Carducci,90,0,3,3,1,1,1,0,1,1,0,1,1,0,2,1.27
Cavalry,Marco Carducci,90,0,3,1,1,1,4,2,2,3,1,3,2,1,2,1.88
Cavalry,Marco Carducci,90,0,1,1,1,1,4,2,2,4,4,0,1,2,1,0.91
Cavalry,Marco Carducci,90,1,2,1,0,0,5,3,0,5,3,2,1,3,0,0.49
Cavalry,Marco Carducci,90,1,3,0,0,0,5,3,2,4,4,1,1,1,1,1.0
Cavalry,Marco Carducci,90,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0.31
Cavalry,Marco Carducci,90,0,1,2,1,1,6,2,3,5,4,2,2,3,2,1.9
Cavalry,Marco Carducci,90,0,0,4,1,1,5,4,3,5,2,3,1,1,1,0.83
Cavalry,Marco Carducci,90,1,2,0,0,0,3,1,2,3,1,2,2,0,1,0.42
Cavalry,Marco Carducci,90,0,1,0,1,1,1,0,0,1,1,0,0,1,2,0.94
Cavalry,Marco Carducci,90,0,2,2,1,1,0,0,0,0,0,0,0,0,1,0.74
Cavalry,Marco Carducci,90,1,1,3,0,0,2,0,2,1,2,0,0,0,0,0.28
Cavalry,Marco Carducci,90,1,3,3,0,0,2,2,0,2,0,2,0,1,0,0.26
Cavalry,Marco Carducci,90,0,2,2,1,1,1,0,1,1,1,0,1,0,1,0.24
Cavalry,Marco Carducci,90,0,2,1,1,1,2,1,0,2,1,1,0,0,2,0.52
Cavalry,Marco Carducci,90,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0.31
Cavalry,Marco Carducci,90,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.15
Cavalry,Marco Carducci,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Cavalry,Marco Carducci,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Cavalry,Marco Carducci,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Cavalry,Marco Carducci,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Forge,Triston Henry,90,1,2,2,0,0,6,3,3,6,2,4,3,2,0,0.75
Forge,Triston Henry,90,0,4,4,1,1,3,1,2,3,2,1,2,1,1,1.09
Forge,Triston Henry,90,0,1,4,2,2,3,2,2,3,1,2,1,0,3,1.34
Forge,Triston Henry,90,1,5,0,0,0,3,1,3,3,1,2,1,0,1,1.09
Forge,Triston Henry,90,1,0,0,0,0,3,1,2,2,2,1,0,0,1,0.7
Forge,Triston Henry,90,0,4,0,1,1,3,1,1,2,2,1,1,2,3,1.68
Forge,Triston Henry,90,0,1,0,1,1,3,2,3,2,1,2,0,0,1,0.97
Forge,Triston Henry,90,0,0,1,1,1,2,2,1,2,1,1,0,1,0,0.71
Forge,Triston Henry,90,1,2,1,0,0,3,1,2,3,3,0,0,1,1,0.49
Forge,Triston Henry,90,0,2,1,1,0,1,0,0,1,1,0,1,1,1,0.3
Forge,Triston Henry,90,0,3,4,1,1,2,0,2,2,1,1,1,0,1,1.16
Forge,Triston Henry,90,0,0,0,2,1,5,0,3,4,4,1,4,0,4,1.79
Forge,Triston Henry,90,1,1,1,0,0,2,1,1,2,0,2,1,0,2,1.26
Forge,Triston Henry,90,1,1,0,0,0,5,3,3,4,3,2,1,1,2,1.52
Forge,Triston Henry,90,0,0,2,2,2,5,1,2,4,2,3,3,1,6,3.54
Forge,Triston Henry,90,1,4,1,0,0,1,1,0,1,0,1,0,1,0,0.08
Forge,Triston Henry,89,1,3,1,0,0,1,0,1,1,0,1,1,0,0,0.13
Forge,Triston Henry,90,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0.04
Forge,Triston Henry,90,1,3,1,0,0,2,0,1,2,2,0,1,0,1,0.78
Forge,Triston Henry,90,0,1,2,1,1,1,1,1,1,1,0,0,0,1,0.55
Forge,Triston Henry,90,0,0,0,1,1,2,2,1,2,1,1,0,0,1,0.98
Forge,Triston Henry,90,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.17
Forge,Triston Henry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Forge,Triston Henry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Forge,Triston Henry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Forge,Triston Henry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Forge,Triston Henry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Forge,Triston Henry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Forge,Triston Henry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Forge,Triston Henry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Pacific,Tyrone Venhola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Valour,Mathias Janssens,90,0,3,3,2,2,2,1,1,2,0,2,1,1,2,1.72
Valour,Mathias Janssens,90,0,8,0,2,2,3,0,1,2,2,1,2,2,6,2.55
Valour,Mathias Janssens,90,1,4,0,0,0,3,2,1,3,3,0,0,0,3,1.21
Valour,Mathias Janssens,90,0,10,2,8,8,5,1,2,5,5,0,0,2,8,5.02
Valour,Mathias Janssens,90,1,7,0,0,0,8,3,3,6,6,2,2,4,5,2.91
Valour,Mathias Janssens,90,0,2,1,1,1,4,1,3,4,3,1,1,1,2,1.84
Valour,Mathias Janssens,90,1,0,0,0,0,3,2,3,3,2,1,1,0,1,0.64
Valour,Mathias Janssens,90,0,1,3,3,3,6,1,4,5,4,2,3,0,4,2.02
Valour,Mathias Janssens,90,1,1,4,0,0,4,1,2,3,2,2,3,1,2,1.22
Valour,Mathias Janssens,90,0,4,3,1,1,0,0,0,0,0,0,0,0,1,1.12
Valour,Mathias Janssens,90,0,4,0,3,3,2,2,1,2,0,2,0,1,3,1.65
Valour,Mathias Janssens,90,0,1,3,2,1,3,0,3,2,2,1,2,0,2,1.13
Valour,Mathias Janssens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Valour,Mathias Janssens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Valour,Mathias Janssens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Valour,Mathias Janssens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Valour,Mathias Janssens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Valour,Mathias Janssens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Valour,Mathias Janssens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Valour,Mathias Janssens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Valour,Mathias Janssens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HFX Wanderers,Christian Oxner,90,0,5,0,1,0,4,1,2,4,3,1,2,2,2,1.1
HFX Wanderers,Christian Oxner,90,0,3,2,1,1,4,0,4,3,2,2,2,0,0,1.5
HFX Wanderers,Christian Oxner,90,1,3,1,0,0,4,1,2,4,4,0,2,2,2,1.17
HFX Wanderers,Christian Oxner,90,0,1,1,1,1,2,1,1,2,2,0,1,1,2,1.49
HFX Wanderers,Christian Oxner,90,1,1,0,0,0,6,2,1,4,4,2,3,2,1,0.86
HFX Wanderers,Christian Oxner,90,0,4,0,1,1,3,0,2,2,3,0,0,0,2,1.08
HFX Wanderers,Christian Oxner,90,0,1,1,2,2,2,0,2,2,1,1,2,0,3,1.33
HFX Wanderers,Christian Oxner,90,1,3,0,0,0,3,1,0,3,2,1,1,1,6,1.58
HFX Wanderers,Christian Oxner,90,0,1,0,1,1,2,2,0,2,1,1,0,0,0,0.3
HFX Wanderers,Christian Oxner,90,0,5,1,2,2,1,1,0,1,0,1,0,1,2,0.97
HFX Wanderers,Christian Oxner,90,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0.8
HFX Wanderers,Christian Oxner,90,0,0,0,3,2,5,3,1,5,2,3,1,2,3,2.11
HFX Wanderers,Christian Oxner,90,0,2,0,2,2,1,0,1,0,1,0,1,0,2,0.84
HFX Wanderers,Christian Oxner,90,1,1,0,0,0,2,1,2,2,2,0,1,0,0,0.57
HFX Wanderers,Christian Oxner,90,1,1,2,0,0,1,0,1,1,1,0,1,0,1,1.06
HFX Wanderers,Christian Oxner,90,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.02
HFX Wanderers,Christian Oxner,45,0,3,1,0,0,2,1,1,2,1,1,1,1,1,0.98
HFX Wanderers,Christian Oxner,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.07
HFX Wanderers,Christian Oxner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HFX Wanderers,Christian Oxner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HFX Wanderers,Christian Oxner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HFX Wanderers,Christian Oxner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HFX Wanderers,Christian Oxner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HFX Wanderers,Christian Oxner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HFX Wanderers,Christian Oxner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HFX Wanderers,Christian Oxner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HFX Wanderers,Christian Oxner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HFX Wanderers,Christian Oxner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Forge,Quillan Roberts,90,1,2,2,0,0,5,2,3,4,4,1,1,1,2,2.05
Forge,Quillan Roberts,90,1,1,2,0,0,2,1,1,2,1,1,1,1,2,0.94
Forge,Quillan Roberts,90,0,5,1,1,1,2,2,0,2,1,1,0,1,1,0.58
Forge,Quillan Roberts,90,0,2,1,4,3,7,4,3,7,5,2,1,2,3,2.13
Forge,Quillan Roberts,90,0,0,0,2,2,6,4,2,6,3,3,1,3,4,1.69
Forge,Quillan Roberts,90,1,1,4,0,0,2,2,1,2,0,2,0,1,0,0.15
Forge,Quillan Roberts,90,1,0,1,0,0,2,0,0,2,2,0,0,1,0,0.6
Forge,Quillan Roberts,90,0,2,2,2,2,1,0,0,0,1,0,0,0,3,1.43
Forge,Quillan Roberts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Forge,Quillan Roberts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Forge,Quillan Roberts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Forge,Quillan Roberts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Forge,Quillan Roberts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Forge,Quillan Roberts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Forge,Quillan Roberts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Forge,Quillan Roberts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Forge,Quillan Roberts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Forge,Quillan Roberts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Forge,Quillan Roberts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Forge,Quillan Roberts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Forge,Quillan Roberts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Forge,Quillan Roberts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Forge,Quillan Roberts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Forge,Quillan Roberts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Forge,Quillan Roberts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Forge,Quillan Roberts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HFX Wanderers,Jan-Michael Williams,90,0,4,2,1,1,1,1,0,1,0,1,0,0,3,1.03
HFX Wanderers,Jan-Michael Williams,83,0,1,1,1,0,3,2,1,2,3,0,1,0,1,0.51
HFX Wanderers,Jan-Michael Williams,90,1,5,1,0,0,5,2,3,5,4,1,2,1,0,0.59
HFX Wanderers,Jan-Michael Williams,90,0,4,3,1,1,4,2,2,3,0,4,2,2,0,0.65
