team,name,Min,ExpG,ExpA,Goal,Off,PsOpHfFl,PsAtt,PsOpHfScs,ChncOpnPl,SucflDuels,Touches,DuelLs,Recovery,FlComA3,FlSufM3,Disposs,TchsA3,TouchOpBox,PsCmpA3,display
Cavalry,Jordan Brown,32,0.04,0.28,0,0,1,3,2,1,1,5,2,0,0,0,0,4,1,2,Jordan Brown
Cavalry,Marcus Haber,24,0.21,0.0,0,0,4,11,4,0,3,14,3,1,0,0,0,7,3,1,Marcus Haber
Cavalry,Marcus Haber,65,0.55,0.0,1,1,5,11,3,0,7,22,8,2,3,1,2,12,4,3,Marcus Haber
Cavalry,Marcus Haber,26,0.8,0.0,0,2,3,7,3,0,2,14,6,0,2,0,0,7,4,2,Marcus Haber
Cavalry,Marcus Haber,82,0.27,0.0,0,0,5,22,11,0,2,33,11,2,4,0,3,16,5,8,Marcus Haber
Cavalry,Marcus Haber,19,0.0,0.1,0,0,0,5,4,2,0,5,1,0,0,0,0,3,1,3,Marcus Haber
Cavalry,Marcus Haber,58,0.0,0.1,0,0,3,9,3,1,4,14,2,0,2,0,0,8,2,3,Marcus Haber
Cavalry,Aribim Pepple,10,0.0,0.07,0,0,2,3,1,1,0,6,2,0,0,0,0,4,2,1,Aribim Pepple
Cavalry,Aribim Pepple,25,0.28,0.0,0,0,1,4,2,0,2,14,5,3,1,0,2,8,1,2,Aribim Pepple
Cavalry,Aribim Pepple,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aribim Pepple
Cavalry,Aribim Pepple,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aribim Pepple
Cavalry,Aribim Pepple,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aribim Pepple
Cavalry,Aribim Pepple,6,0.0,0.0,0,0,0,1,1,0,0,6,3,0,0,0,2,3,0,1,Aribim Pepple
Cavalry,Jair Ayrton Córdova Carpio,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jair Córdova
Cavalry,Jair Ayrton Córdova Carpio,15,0.0,0.04,0,0,0,3,3,1,1,4,3,1,0,1,0,2,1,2,Jair Córdova
Cavalry,José Hernández,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jose Hernandez
Cavalry,José Hernández,8,0.0,0.0,0,0,0,5,2,0,3,13,0,1,1,1,0,3,0,1,Jose Hernandez
Forge,Anthony Novak,66,0.18,0.0,1,0,8,17,5,0,3,27,3,0,1,1,0,12,2,3,Anthony Novak
Forge,Anthony Novak,22,0.0,0.05,0,0,1,14,8,1,3,17,4,0,0,2,0,8,1,7,Anthony Novak
Forge,Anthony Novak,64,0.0,0.0,0,0,1,18,10,0,0,26,4,3,0,0,1,11,2,5,Anthony Novak
Forge,Anthony Novak,19,0.11,0.0,0,1,0,1,0,0,0,4,3,0,0,0,1,3,2,0,Anthony Novak
Forge,Anthony Novak,45,0.57,0.0,0,0,0,9,4,0,5,20,5,2,0,1,2,9,1,4,Anthony Novak
Forge,Anthony Novak,58,1.07,0.0,0,1,1,8,3,0,3,17,2,1,0,1,0,10,2,2,Anthony Novak
Forge,Kadell Thomas,24,0.08,0.03,0,1,1,7,4,1,3,16,5,2,0,0,1,6,1,3,Kadell Thomas
Forge,Kadell Thomas,22,0.0,0.0,0,0,0,4,3,0,2,11,4,1,1,0,0,7,2,3,Kadell Thomas
Forge,Kadell Thomas,63,0.3,0.0,0,0,4,13,7,0,5,31,12,6,1,1,3,16,2,5,Kadell Thomas
Forge,Kadell Thomas,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kadell Thomas
Forge,Kadell Thomas,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kadell Thomas
Forge,Kadell Thomas,68,0.64,0.0,0,1,2,14,7,0,9,34,6,8,1,0,1,12,1,2,Kadell Thomas
Forge,Marcel Zajac,45,0.13,0.0,0,0,1,7,2,0,3,16,3,1,0,2,0,7,2,2,Marcel Zajac
Forge,Marcel Zajac,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marcel Zajac
Forge,Marcel Zajac,64,0.14,0.0,0,0,1,24,14,0,6,43,7,4,1,0,3,24,2,13,Marcel Zajac
Forge,Marcel Zajac,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marcel Zajac
Forge,Marcel Zajac,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marcel Zajac
Forge,Marcel Zajac,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marcel Zajac
Forge,Molham Babouli,24,0.0,0.0,0,0,0,6,5,0,3,12,1,1,0,0,0,9,0,4,Mo Babouli
Forge,Molham Babouli,68,0.08,0.0,0,0,9,18,6,0,0,26,4,2,1,0,2,18,3,4,Mo Babouli
Forge,Molham Babouli,26,0.0,0.04,0,0,2,11,5,1,3,15,1,1,0,1,0,6,1,3,Mo Babouli
Forge,Molham Babouli,34,0.03,0.43,0,0,3,10,3,1,3,17,2,1,0,1,0,8,5,2,Mo Babouli
Forge,Molham Babouli,22,0.0,0.0,0,0,2,4,1,0,0,8,2,1,0,0,1,3,0,1,Mo Babouli
Forge,Molham Babouli,32,0.04,0.0,0,1,1,9,7,0,3,20,6,1,2,0,2,14,1,7,Mo Babouli
Forge,Christopher Nanco,66,0.02,0.0,0,0,2,5,3,0,1,12,11,0,1,0,1,7,2,1,Chris Nanco
Forge,Christopher Nanco,45,0.02,0.0,0,0,4,20,11,0,0,25,3,1,0,0,0,19,3,10,Chris Nanco
Forge,Christopher Nanco,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chris Nanco
Forge,Christopher Nanco,56,0.05,0.0,1,0,2,7,2,0,3,23,8,3,1,1,1,12,1,1,Chris Nanco
Forge,Christopher Nanco,45,0.09,0.0,1,0,2,8,4,0,5,20,5,4,1,0,2,11,4,1,Chris Nanco
Forge,Christopher Nanco,12,0.0,0.35,0,0,2,5,3,1,2,7,0,0,0,1,0,5,1,3,Chris Nanco
Forge,Gabriel Wiethaeuper-Balbinotti,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gabriel Balbinotti
Forge,Gabriel Wiethaeuper-Balbinotti,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gabriel Balbinotti
Forge,Gabriel Wiethaeuper-Balbinotti,56,0.07,0.0,0,1,5,12,3,0,3,19,5,0,0,1,2,8,2,1,Gabriel Balbinotti
Forge,Gabriel Wiethaeuper-Balbinotti,45,0.17,0.0,0,2,1,9,4,0,2,12,3,1,0,0,1,7,3,3,Gabriel Balbinotti
Forge,Gabriel Wiethaeuper-Balbinotti,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gabriel Balbinotti
Atlético Ottawa,Mohamed Kourouma,90,0.74,0.0,1,1,7,41,17,0,5,56,5,4,1,2,1,18,1,11,Mohamed Kourouma
Atlético Ottawa,Mohamed Kourouma,90,0.19,0.04,0,0,4,36,18,0,2,47,8,8,1,0,1,19,3,9,Mohamed Kourouma
Atlético Ottawa,Mohamed Kourouma,90,0.18,0.07,0,3,9,44,24,0,6,70,8,5,0,1,1,36,3,18,Mohamed Kourouma
Atlético Ottawa,Mohamed Kourouma,90,0.0,0.06,0,0,7,30,10,0,10,45,4,8,1,2,0,15,0,5,Mohamed Kourouma
Atlético Ottawa,Mohamed Kourouma,77,0.04,0.03,0,1,4,31,21,1,2,51,4,4,0,0,1,26,1,13,Mohamed Kourouma
Atlético Ottawa,Mohamed Kourouma,90,0.38,0.0,0,0,3,22,12,0,5,49,4,3,0,0,1,21,1,8,Mohamed Kourouma
Atlético Ottawa,Malcolm Isaiah Shaw,56,0.61,0.0,1,0,2,16,8,0,1,22,11,1,0,1,2,13,3,7,Malcolm Shaw
Atlético Ottawa,Malcolm Isaiah Shaw,90,0.12,0.07,0,1,1,19,11,1,3,36,3,0,1,0,1,24,3,8,Malcolm Shaw
Atlético Ottawa,Malcolm Isaiah Shaw,90,0.12,0.26,0,1,3,18,8,1,8,37,11,4,2,1,3,17,3,6,Malcolm Shaw
Atlético Ottawa,Malcolm Isaiah Shaw,90,0.29,0.0,1,3,4,18,8,0,8,48,11,3,1,3,5,21,5,5,Malcolm Shaw
Atlético Ottawa,Malcolm Isaiah Shaw,90,0.0,0.0,0,0,3,13,8,0,4,25,12,1,1,2,0,11,3,4,Malcolm Shaw
Atlético Ottawa,Malcolm Isaiah Shaw,89,0.4,0.06,0,1,4,21,12,1,9,38,14,2,4,3,2,17,5,7,Malcolm Shaw
Atlético Ottawa,Maksym Kowal,34,0.0,0.0,0,0,2,10,5,0,3,20,6,1,0,0,1,9,0,2,Maksym Kowal
Atlético Ottawa,Maksym Kowal,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maksym Kowal
Atlético Ottawa,Maksym Kowal,16,0.0,0.0,0,0,1,2,0,0,0,2,3,0,0,0,0,1,0,0,Maksym Kowal
Atlético Ottawa,Maksym Kowal,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maksym Kowal
Atlético Ottawa,Maksym Kowal,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maksym Kowal
Atlético Ottawa,Maksym Kowal,1,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,Maksym Kowal
HFX Wanderers,João Morelli Neto,71,0.79,0.0,1,0,6,21,8,0,1,31,10,4,1,0,3,14,2,6,João Morelli
HFX Wanderers,João Morelli Neto,4,0.0,0.0,0,0,2,3,1,0,1,4,0,1,0,0,0,1,0,0,João Morelli
HFX Wanderers,João Morelli Neto,63,0.1,0.0,0,0,4,21,3,0,4,34,7,3,1,0,1,7,1,1,João Morelli
HFX Wanderers,João Morelli Neto,78,0.6,0.13,2,0,10,32,19,1,6,50,5,0,0,0,0,28,3,13,João Morelli
HFX Wanderers,João Morelli Neto,22,0.0,0.0,0,0,3,8,2,0,2,17,3,1,1,1,1,9,1,2,João Morelli
HFX Wanderers,Alessandro Riggi,55,0.0,0.0,0,0,3,7,3,0,2,14,7,1,0,1,3,5,0,1,Alessandro Riggi
HFX Wanderers,Alessandro Riggi,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alessandro Riggi
HFX Wanderers,Alessandro Riggi,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alessandro Riggi
HFX Wanderers,Alessandro Riggi,78,0.06,0.48,0,0,7,27,16,2,7,44,7,6,0,0,3,16,1,8,Alessandro Riggi
HFX Wanderers,Alessandro Riggi,59,0.0,0.21,0,0,5,19,11,0,2,27,1,1,1,0,0,9,0,4,Alessandro Riggi
HFX Wanderers,Alessandro Riggi,32,0.07,0.15,0,0,1,9,7,2,2,18,2,1,0,1,1,9,2,3,Alessandro Riggi
HFX Wanderers,Akeem Garcia,35,0.33,0.0,0,0,1,9,4,0,1,11,1,0,0,0,0,7,2,4,Akeem Garcia
HFX Wanderers,Akeem Garcia,86,0.12,0.04,1,0,2,11,5,1,5,21,3,1,2,3,0,8,1,2,Akeem Garcia
HFX Wanderers,Akeem Garcia,45,0.97,0.0,1,1,2,5,0,0,1,11,1,0,0,0,1,7,3,0,Akeem Garcia
HFX Wanderers,Akeem Garcia,88,0.19,0.0,1,0,4,18,11,0,7,31,7,2,2,4,2,13,4,7,Akeem Garcia
HFX Wanderers,Akeem Garcia,89,0.84,0.0,0,1,3,17,9,0,4,29,3,2,0,3,1,9,5,4,Akeem Garcia
HFX Wanderers,Akeem Garcia,90,0.2,0.08,0,1,1,18,12,2,5,35,9,5,2,1,2,21,5,10,Akeem Garcia
HFX Wanderers,Ibrahima Sanoh,9,0.79,0.0,1,0,1,2,1,0,1,6,1,0,0,0,0,6,2,1,Ibrahima Sanoh
HFX Wanderers,Ibrahima Sanoh,18,0.04,0.0,0,1,1,4,1,0,1,8,2,3,0,0,0,5,0,0,Ibrahima Sanoh
HFX Wanderers,Ibrahima Sanoh,45,0.0,0.04,0,0,3,7,3,1,3,17,4,3,0,1,1,6,2,1,Ibrahima Sanoh
HFX Wanderers,Ibrahima Sanoh,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ibrahima Sanoh
Pacific,Terran Campbell,72,0.17,0.27,0,2,1,11,4,1,1,25,8,1,1,0,4,14,6,3,Terran Campbell
Pacific,Terran Campbell,68,0.03,0.0,0,0,4,13,5,0,4,23,4,2,1,0,1,8,1,0,Terran Campbell
Pacific,Terran Campbell,26,0.05,0.08,0,1,2,8,4,1,0,16,4,2,0,0,0,5,2,1,Terran Campbell
Pacific,Terran Campbell,29,0.06,0.0,0,0,2,6,4,0,2,11,5,1,1,0,1,8,1,4,Terran Campbell
Pacific,Terran Campbell,23,0.0,0.0,0,0,5,5,0,0,3,11,6,1,1,0,0,6,0,0,Terran Campbell
Pacific,Terran Campbell,26,0.03,0.0,0,1,1,8,5,0,2,13,3,1,0,0,0,6,2,3,Terran Campbell
Pacific,Alejandro Díaz Liceága,18,0.0,0.05,0,0,1,8,4,1,1,9,1,0,0,0,0,5,1,4,Alejandro Diaz
Pacific,Alejandro Díaz Liceága,22,0.0,0.0,0,0,0,6,5,0,0,7,1,0,0,0,0,5,0,4,Alejandro Diaz
Pacific,Alejandro Díaz Liceága,90,0.13,0.09,0,2,5,27,14,1,2,38,6,2,0,0,2,21,5,10,Alejandro Diaz
Pacific,Alejandro Díaz Liceága,61,0.6,0.05,1,0,4,12,7,1,1,21,3,1,0,0,1,11,4,5,Alejandro Diaz
Pacific,Alejandro Díaz Liceága,67,0.95,1.12,1,2,9,22,8,2,4,33,3,1,0,0,1,17,4,5,Alejandro Diaz
Pacific,Alejandro Díaz Liceága,64,0.0,0.0,0,0,3,11,3,0,2,14,1,0,0,1,0,7,0,3,Alejandro Diaz
Pacific,Mark Village,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marcus Velado-Tsegaye
Edmonton,Marcus Velado-Tsegaye,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marcus Velado-Tsegaye
Edmonton,Marcus Velado-Tsegaye,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marcus Velado-Tsegaye
Edmonton,Marcus Velado-Tsegaye,29,0.11,0.0,1,0,1,11,8,0,2,18,1,1,0,1,0,9,1,4,Marcus Velado-Tsegaye
Edmonton,Marcus Velado-Tsegaye,45,0.07,0.0,0,0,0,19,15,0,2,27,0,1,0,0,0,10,2,6,Marcus Velado-Tsegaye
Edmonton,Marcus Velado-Tsegaye,66,0.07,0.0,0,0,6,18,4,0,5,40,7,3,0,2,3,17,2,1,Marcus Velado-Tsegaye
York9,Gabriel Monteiro Vasconcelos,53,0.0,0.0,0,0,2,8,4,0,1,13,1,2,0,0,1,5,1,2,Gabriel Vasconcelos
York9,Gabriel Monteiro Vasconcelos,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gabriel Vasconcelos
York9,Gabriel Monteiro Vasconcelos,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gabriel Vasconcelos
York9,Gabriel Monteiro Vasconcelos,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gabriel Vasconcelos
York9,Gabriel Monteiro Vasconcelos,34,0.05,0.0,0,1,2,10,6,0,0,15,2,0,0,0,0,10,1,4,Gabriel Vasconcelos
York9,Gabriel Monteiro Vasconcelos,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gabriel Vasconcelos
York9,Lowell Wright,37,0.48,0.0,1,1,4,8,4,0,0,13,3,0,0,0,2,10,4,3,Lowell Wright
York9,Lowell Wright,55,0.32,0.0,0,1,1,5,4,0,2,11,3,1,0,0,0,6,2,2,Lowell Wright
York9,Lowell Wright,4,0.0,0.0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,Lowell Wright
York9,Lowell Wright,32,0.0,0.0,0,0,3,5,2,0,2,13,4,0,1,0,0,4,1,1,Lowell Wright
York9,Lowell Wright,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lowell Wright
York9,Lowell Wright,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lowell Wright
York9,Álvaro Rivero Sánchez,53,0.0,0.0,0,0,0,5,2,0,4,13,0,0,0,3,0,3,1,1,Álvaro Rivero
York9,Álvaro Rivero Sánchez,35,0.06,0.05,1,0,0,5,4,1,1,13,4,2,0,1,3,7,2,2,Álvaro Rivero
York9,Álvaro Rivero Sánchez,62,0.07,0.0,0,0,1,7,1,0,3,15,0,0,0,2,0,3,1,0,Álvaro Rivero
York9,Álvaro Rivero Sánchez,58,0.03,0.0,0,1,0,11,9,0,0,17,5,0,1,0,1,9,1,7,Álvaro Rivero
York9,Álvaro Rivero Sánchez,56,0.0,0.0,0,0,0,7,5,0,0,11,4,0,0,0,2,3,0,1,Álvaro Rivero
York9,Álvaro Rivero Sánchez,69,0.14,0.0,0,2,1,18,11,0,4,29,5,3,2,2,1,10,5,3,Álvaro Rivero
York9,Jace Kotsopoulos,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jace Kotsopoulos
York9,Jace Kotsopoulos,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jace Kotsopoulos
York9,Jace Kotsopoulos,28,0.0,0.0,0,0,2,7,2,0,3,11,1,1,0,0,1,7,2,2,Jace Kotsopoulos
York9,Jace Kotsopoulos,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jace Kotsopoulos
York9,Jace Kotsopoulos,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jace Kotsopoulos
York9,Jace Kotsopoulos,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jace Kotsopoulos
Edmonton,Easton Ongaro,61,0.04,0.0,0,1,0,5,4,0,2,12,8,0,0,0,0,10,2,4,Easton Ongaro
Edmonton,Easton Ongaro,45,0.13,0.0,0,2,4,17,8,0,6,28,7,1,0,0,1,14,2,3,Easton Ongaro
Edmonton,Easton Ongaro,90,0.97,0.05,1,0,0,6,4,0,4,26,8,2,1,0,3,16,3,3,Easton Ongaro
Edmonton,Easton Ongaro,29,0.0,0.03,0,0,2,8,5,1,3,12,2,1,0,1,1,8,2,4,Easton Ongaro
Edmonton,Easton Ongaro,90,0.4,0.04,1,1,7,26,11,1,10,48,10,6,0,0,1,30,10,8,Easton Ongaro
Edmonton,Easton Ongaro,90,0.04,0.07,0,1,1,11,6,1,0,20,5,4,1,0,2,11,2,6,Easton Ongaro
Edmonton,Tomi Ameobi,29,0.0,0.06,0,0,1,8,4,0,3,9,2,1,0,1,0,3,1,3,Tomi Ameobi
Edmonton,Tomi Ameobi,63,0.0,0.0,0,0,4,10,3,0,4,18,8,2,2,0,2,8,0,3,Tomi Ameobi
Edmonton,Tomi Ameobi,77,0.36,0.0,0,1,2,20,8,0,6,32,1,3,0,2,0,6,1,4,Tomi Ameobi
Edmonton,Tomi Ameobi,61,0.79,0.0,0,0,2,11,5,0,5,18,6,1,1,0,0,7,2,3,Tomi Ameobi
Edmonton,Tomi Ameobi,18,0.35,0.08,0,0,2,6,4,1,1,8,2,0,1,0,0,5,2,2,Tomi Ameobi
Edmonton,Tomi Ameobi,24,0.0,0.0,0,0,4,11,3,0,5,18,5,1,0,0,2,7,2,3,Tomi Ameobi
Edmonton,David Doe,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,David Doe
Edmonton,David Doe,27,0.0,0.0,0,0,2,3,1,0,1,7,1,0,0,0,1,2,0,1,David Doe
Edmonton,David Doe,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,David Doe
Edmonton,David Doe,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,David Doe
Edmonton,David Doe,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,David Doe
Edmonton,Prince Amanda,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Prince Amanda
Edmonton,Prince Amanda,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Prince Amanda
Edmonton,Prince Amanda,13,0.0,0.0,0,0,1,10,6,0,2,21,3,1,0,0,2,7,0,0,Prince Amanda
Edmonton,Prince Amanda,12,0.0,0.0,0,0,1,4,3,0,0,8,1,0,0,0,0,5,0,1,Prince Amanda
Edmonton,Prince Amanda,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Prince Amanda
Edmonton,Prince Amanda,58,0.05,0.0,0,0,6,17,5,0,6,31,3,5,0,1,1,6,1,2,Prince Amanda
Valour,Daryl Fordyce,45,0.05,0.0,0,2,3,13,4,0,2,19,0,1,0,0,0,4,1,0,Daryl Fordyce
Valour,Daryl Fordyce,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Daryl Fordyce
Valour,Daryl Fordyce,14,0.06,0.0,0,1,3,7,2,0,1,13,4,1,2,1,0,5,0,2,Daryl Fordyce
Valour,Daryl Fordyce,4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Daryl Fordyce
Valour,Daryl Fordyce,30,0.89,0.0,1,0,5,13,6,0,1,19,1,1,0,0,0,11,2,5,Daryl Fordyce
Valour,Daryl Fordyce,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Daryl Fordyce
Valour,Shaan Hundal,72,0.0,0.01,0,0,3,11,1,1,0,15,6,2,2,0,1,2,0,0,Shaan Hundal
Valour,Shaan Hundal,12,0.11,0.11,0,0,0,4,3,2,2,9,0,1,0,0,0,5,3,2,Shaan Hundal
Valour,Shaan Hundal,32,0.04,0.03,0,0,1,6,4,1,0,9,6,1,0,0,1,5,0,2,Shaan Hundal
Valour,Shaan Hundal,90,0.31,0.04,0,0,2,8,2,1,2,19,6,1,1,0,2,13,3,2,Shaan Hundal
Valour,Shaan Hundal,14,0.0,0.0,0,0,0,4,2,0,0,7,3,0,1,0,0,4,0,2,Shaan Hundal
Valour,Shaan Hundal,12,0.04,0.0,0,0,2,3,1,0,0,7,4,1,2,0,0,5,1,1,Shaan Hundal
Valour,Mastanabal Kacher,26,0.0,0.0,0,0,1,3,1,0,1,6,1,1,0,1,0,2,0,0,Masta Kacher
Valour,Mastanabal Kacher,86,0.11,0.08,0,1,5,24,15,1,4,42,4,5,0,0,0,29,5,11,Masta Kacher
Valour,Mastanabal Kacher,90,0.03,0.0,0,1,7,36,14,0,3,50,5,4,0,0,2,23,3,11,Masta Kacher
Valour,Mastanabal Kacher,66,0.04,0.19,0,0,4,18,7,1,2,29,2,2,0,0,2,15,2,5,Masta Kacher
Valour,Mastanabal Kacher,14,0.04,0.0,1,0,2,7,3,0,0,10,1,1,0,0,0,5,1,3,Masta Kacher
Valour,Mastanabal Kacher,78,0.08,0.12,0,1,7,32,13,2,1,43,1,4,0,0,1,12,0,6,Masta Kacher
Valour,Federico Peña,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Federico Peña
Valour,Federico Peña,24,0.0,0.0,0,0,1,12,5,0,1,20,2,1,0,0,2,3,1,1,Federico Peña
Valour,Federico Peña,41,0.04,0.0,0,0,0,5,3,0,6,19,2,2,0,0,0,7,1,3,Federico Peña
Valour,Federico Peña,72,0.02,0.0,0,1,3,18,6,0,2,36,3,2,1,0,0,12,0,5,Federico Peña
Valour,Federico Peña,90,0.0,0.0,0,0,2,28,9,0,3,43,5,6,2,0,0,7,1,4,Federico Peña
Valour,Federico Peña,10,0.0,0.0,0,0,0,6,5,0,2,8,1,1,1,0,0,3,0,3,Federico Peña
Valour,Austin Ricci,78,0.62,0.0,0,0,2,9,5,0,2,22,5,1,1,1,1,14,9,4,Austin Ricci
Valour,Austin Ricci,76,0.0,0.0,0,0,5,14,7,0,1,22,4,2,1,0,2,14,0,4,Austin Ricci
Valour,Austin Ricci,24,0.0,0.03,0,0,3,6,2,1,4,12,1,0,1,0,0,9,5,1,Austin Ricci
Valour,Austin Ricci,76,0.0,0.0,0,0,5,11,5,0,5,27,10,1,2,0,1,16,6,3,Austin Ricci
Valour,Austin Ricci,90,0.32,0.0,0,3,4,8,4,0,6,30,4,2,0,5,0,18,5,2,Austin Ricci
Cavalry,Oluwatofarati Fakunle,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tofa Fakunle
